user_id,parfum_id,parfum_name,brand,user_gender_pref,user_aroma_pref,user_time_pref,user_occasion_pref,parfum_gender_target,parfum_wangi_vibe,parfum_waktu_penggunaan,parfum_occasion,match_score,rating
USER_005,51847aa4-c484-4df3-9c91-910c31535cd1,,Scarlett,Wanita,Woody,Pagi,Kencan,Wanita,,Malam,Date / Romantic,1,1
USER_005,ba8e2342-4b88-4597-8a6d-48181f17c655,,Fres,Wanita,Woody,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,3
USER_005,23565900-3aee-49f0-81d1-3136ca926cf8,,DIOR,Wanita,Woody,Pagi,Kencan,Wanita,,Pagi / Siang,Office / Formal,2,4
USER_006,45448967-80d4-46a7-99a3-739fcf0ecc1c,,HMNS,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Office / Formal,2,3
USER_006,973b7d61-a223-48b1-95da-8d0a76500b1c,,HMNS,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Date / Romantic,2,3
USER_006,00b9a98d-6f89-4ae4-9f7e-4eca69fd9be4,,Mykonos,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_006,a2c285e7-9e7d-4619-a6ae-20f787ea3217,,Kahf,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_006,2b4d0226-696d-41ad-878a-5709aec607a5,,Tidak Ada Brand,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Office / Formal,2,4
USER_006,ced5d5a1-76a8-47bc-8e29-5af25c6d572f,,DIOR,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Office / Formal,2,3
USER_006,baa33769-d483-4c65-801d-4bad08791dbf,,DIOR,Pria,Woody,Pagi,Santai,Wanita,,Malam,Office / Formal,0,1
USER_006,c035ff83-6098-412f-b0fc-09c193988e4c,,Saff & Co,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Casual / Daily,2,4
USER_006,8ab0bd4a-50a4-4a30-810f-bede7937e190,,Tidak Ada Brand,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_006,aae7a020-adf3-452d-9bbe-576b588d640b,,Saff & Co,Pria,Woody,Pagi,Santai,Unisex,,Pagi / Siang,Sport / Outdoor,1,3
USER_006,5350e3cc-4409-4784-b0a3-5fe45cb9fd8a,,Saff & Co,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Date / Romantic,2,4
USER_006,bdb4e6f6-f539-45d6-a7a0-6657efd0a140,,Kahf,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_006,cd2899f7-5b87-4678-b205-98c3e91f7a85,,Kahf,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_006,33726127-5840-449d-9e7e-858b5d6fee01,,Braven,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_006,60a6a1cb-8e5d-4754-8556-0d9d955ca8a5,,Tidak Ada Brand,Pria,Woody,Pagi,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_006,4c3dd7ca-4861-4582-a96f-5cb471180dcc,,SCARLETT,Pria,Woody,Pagi,Santai,Wanita,,Malam,Date / Romantic,0,3
USER_007,999ec05d-66d8-424c-be6a-37d9ce121924,,Alien Objects,Unisex,Fresh,Malam,Kencan,Unisex,Elegant Luxury,Malam,Office / Formal,2,3
USER_007,5cdde906-8a49-4136-8fbc-7244908882cc,,Braven,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Date / Romantic,2,4
USER_007,9debb021-4303-4792-a8ba-8a49f814d57e,,Saff & Co,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Party / Night,2,4
USER_007,1df42d2e-e1ba-48de-b2f1-7c82eadb0f12,,Mandalika,Unisex,Fresh,Malam,Kencan,Unisex,Elegant Luxury,Siang / Malam,Office / Formal,2,3
USER_007,e76594a0-3b09-4e6d-99b8-abb4b9506c3b,,Lelabo,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Date / Romantic,2,4
USER_007,6dcaf042-a45e-4e20-9d47-32495dba6ff4,,Mykonos,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Office / Formal,2,3
USER_007,8894f50c-0f06-4c81-8c9d-179af546348c,,Tidak Ada Brand,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Office / Formal,2,3
USER_007,f5ee61f0-ac92-413c-94d3-c0286f16a208,,Alien Objects,Unisex,Fresh,Malam,Kencan,Unisex,Elegant Luxury,Siang / Malam,Office / Formal,2,3
USER_007,700e6617-00c2-45b3-aa15-8424c3f4cb37,,Lelabo,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Date / Romantic,2,3
USER_007,3efe997f-292f-40c4-b955-722bda041d67,,Mykonos,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Date / Romantic,2,4
USER_007,dc404921-9793-4f9d-b695-81913e11afdb,,Tidak Ada Brand,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Date / Romantic,2,3
USER_007,d43eb69c-4f4f-4404-a623-ac3dffbc9be7,,Tidak Ada Brand,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Date / Romantic,2,4
USER_007,bff0394d-00a5-4fe5-8dfb-5a0c6796fccc,,Tidak Ada Brand,Unisex,Fresh,Malam,Kencan,Unisex,,Malam,Date / Romantic,2,3
USER_007,6bf361e4-2e0c-4bd1-9b2e-a88ff53d6681,,HMNS,Unisex,Fresh,Malam,Kencan,Pria,,Malam,Date / Romantic,1,3
USER_007,694b4e15-227e-4123-94b2-d8ff4b06438a,,HMNS,Unisex,Fresh,Malam,Kencan,Unisex,Sweet Romantic,Malam,Date / Romantic,2,3
USER_008,a1d5f27f-4bef-4343-a7ee-9ca1b7274066,,DIOR,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,5
USER_008,3747771c-fb3a-4401-8f01-bc5429de2c2f,,Mykonos,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,5
USER_008,9393d040-8977-403d-9523-33bc4300c619,,Mykonos,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_008,a2c285e7-9e7d-4619-a6ae-20f787ea3217,,Kahf,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_008,e4c7c370-14c6-47cb-86d5-35035aeefda2,,Tidak Ada Brand,Pria,Spicy,Pagi,Formal,Pria,,Seharian,Casual / Daily,1,1
USER_008,5e4312c5-0dec-469b-872d-f6136ce7471b,,HMNS,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,4
USER_008,2f534688-820a-4f40-b6e5-22db0b4c7e85,,HMNS,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,5
USER_008,ced5d5a1-76a8-47bc-8e29-5af25c6d572f,,DIOR,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,5
USER_008,814c4069-ee88-493d-8a0f-883c4cf91af9,,DIOR,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,5
USER_008,91e1887f-ce1b-42db-9402-ebb99c05b881,,Saff & Co,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_008,08040f8e-f1a5-41d2-9cae-675d6cf9e254,,DIOR,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,4
USER_008,45448967-80d4-46a7-99a3-739fcf0ecc1c,,HMNS,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,4
USER_008,949fde70-c3da-458e-999f-88f12a42263a,,DIOR,Pria,Spicy,Pagi,Formal,Wanita,,Pagi / Siang,Office / Formal,2,3
USER_008,57bb9223-bdf6-4f4c-bee3-05815c28f4d8,,HMNS,Pria,Spicy,Pagi,Formal,Unisex,Clean Fresh,Pagi / Siang,Office / Formal,2,3
USER_008,a1857eeb-346e-4238-9df6-f839f38a1c51,,DIOR,Pria,Spicy,Pagi,Formal,Pria,,Pagi / Siang,Office / Formal,3,5
USER_008,8594d21c-41a4-47e7-b7b9-bafc112bb52e,,Mandalika,Pria,Spicy,Pagi,Formal,Pria,Elegant Luxury,Siang / Malam,Office / Formal,2,3
USER_009,e8c368b8-8b1d-4be7-915b-e04838132e29,,Mandalika,Wanita,Fresh,Pagi,Kencan,Unisex,Clean Fresh,Pagi / Siang,Casual / Daily,2,3
USER_009,ba8e2342-4b88-4597-8a6d-48181f17c655,,Fres,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_009,169d43fe-7e7d-4f1d-bbe9-a41ea018a054,,Livi Scarlatte,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_009,220c5217-31d7-4787-b50a-2c90614a3fd6,,Tidak Ada Brand,Wanita,Fresh,Pagi,Kencan,Wanita,,Seharian,Sport / Outdoor,1,1
USER_009,949fde70-c3da-458e-999f-88f12a42263a,,DIOR,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Office / Formal,2,4
USER_009,57bb9223-bdf6-4f4c-bee3-05815c28f4d8,,HMNS,Wanita,Fresh,Pagi,Kencan,Unisex,Clean Fresh,Pagi / Siang,Office / Formal,2,4
USER_009,777ac4f6-7bab-4346-b88b-7ff1d2e2e522,,HMNS,Wanita,Fresh,Pagi,Kencan,Pria,,Seharian,Casual / Daily,0,2
USER_009,7e092bdc-f4de-4678-ad03-cf45f8a597c0,,Tidak Ada Brand,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,3
USER_009,a51caa00-1108-4190-bba8-0c4a7cf8fe49,,Tidak Ada Brand,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_009,8f4741a2-d3d4-4b67-8353-fcdd1e6817f4,,Mandalika,Wanita,Fresh,Pagi,Kencan,Pria,Fresh Masculine,Pagi / Siang,Casual / Daily,2,4
USER_009,0c3ca015-52c3-47f7-bbd7-d93b448e3055,,Alien Objects,Wanita,Fresh,Pagi,Kencan,Unisex,Clean Fresh,Pagi / Siang,Casual / Daily,2,3
USER_009,aae7a020-adf3-452d-9bbe-576b588d640b,,Saff & Co,Wanita,Fresh,Pagi,Kencan,Unisex,,Pagi / Siang,Sport / Outdoor,1,3
USER_009,1972bc29-f444-4911-b2fb-580c8f9d16c0,,Mykonos,Wanita,Fresh,Pagi,Kencan,Unisex,,Seharian,Party / Night,0,1
USER_009,163239c7-0d4a-431e-ac62-a5094cb241c4,,Tidak Ada Brand,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_009,23565900-3aee-49f0-81d1-3136ca926cf8,,DIOR,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Office / Formal,2,4
USER_009,e5d4f16d-bbc6-4d37-acb4-8c93e0eae172,,Posh,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_009,8e9457eb-45e0-47f6-9b49-ba89cfda0a6e,,Scarlett,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_009,0b337a1a-9e70-4829-80b0-7b7164ea772d,,Scarlett,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_009,37ce37fa-ab4c-4472-9624-6a2014fbd51c,,Victoria Secret,Wanita,Fresh,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_009,f228c2f4-e2b3-4cc1-b6ab-9c313aa64f72,,HMNS,Wanita,Fresh,Pagi,Kencan,Pria,Fresh Masculine,Pagi / Siang,Casual / Daily,2,3
USER_010,cd521ebe-c3ae-41ba-a1dd-5f883449a52e,,Tidak Ada Brand,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,4
USER_010,8894f50c-0f06-4c81-8c9d-179af546348c,,Tidak Ada Brand,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Office / Formal,2,3
USER_010,1df42d2e-e1ba-48de-b2f1-7c82eadb0f12,,Mandalika,Unisex,Fresh,Malam,Santai,Unisex,Elegant Luxury,Siang / Malam,Office / Formal,2,4
USER_010,4bc37e94-cbe6-4a0c-b565-835dbb420351,,Mykonos,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Party / Night,2,4
USER_010,639cafff-b49e-44c1-99d1-16acd2f36029,,Scarlett,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,3
USER_010,694b4e15-227e-4123-94b2-d8ff4b06438a,,HMNS,Unisex,Fresh,Malam,Santai,Unisex,Sweet Romantic,Malam,Date / Romantic,2,4
USER_010,0dad6e2c-2776-496d-a951-7bcc7cc5a56e,,Tidak Ada Brand,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Party / Night,2,3
USER_010,4bfd9519-2d2e-4649-9458-abc97abbe019,,Mykonos,Unisex,Fresh,Malam,Santai,Pria,,Pagi / Siang,Sport / Outdoor,0,2
USER_010,da6d7874-e4c5-461e-b77e-a3fd2ec780a6,,Lovillea,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,3
USER_010,9c569fb4-8ffe-4d23-958e-66b689358358,,Saff & Co,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,3
USER_010,5fcb1de7-bf11-4e2a-899e-9309a7d8eae3,,Alien Objects,Unisex,Fresh,Malam,Santai,Unisex,Comforting Gourmand,Siang / Malam,Casual / Daily,2,3
USER_010,9debb021-4303-4792-a8ba-8a49f814d57e,,Saff & Co,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Party / Night,2,4
USER_010,6dcaf042-a45e-4e20-9d47-32495dba6ff4,,Mykonos,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Office / Formal,2,4
USER_010,22067729-6c0c-4ef7-be8d-a5e81aae07ea,,Tidak Ada Brand,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,3
USER_010,19c9ac2a-7dc4-455c-83be-c36702354bc2,,Alien Objects,Unisex,Fresh,Malam,Santai,Unisex,Warm Cozy,Malam,Date / Romantic,2,3
USER_010,5cdde906-8a49-4136-8fbc-7244908882cc,,Braven,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,3
USER_010,b81f541f-b7ac-4902-bb07-fbc9b815b432,,Tidak Ada Brand,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,4
USER_010,48e1f9b2-a670-49c1-b6f8-a80cf7f73c0a,,Miniso,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,3
USER_010,6edce30d-5c65-446e-8382-5abc287f2eda,,Saff & Co,Unisex,Fresh,Malam,Santai,Unisex,,Malam,Date / Romantic,2,4
USER_010,999ec05d-66d8-424c-be6a-37d9ce121924,,Alien Objects,Unisex,Fresh,Malam,Santai,Unisex,Elegant Luxury,Malam,Office / Formal,2,4
USER_011,8e9457eb-45e0-47f6-9b49-ba89cfda0a6e,,Scarlett,Wanita,Woody,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,4
USER_011,2db3a8f3-75e4-4abd-b3ee-9a6d620125a9,,Victoria Secret,Wanita,Woody,Pagi,Kencan,Unisex,,Pagi / Siang,Sport / Outdoor,1,1
USER_011,6dcaf042-a45e-4e20-9d47-32495dba6ff4,,Mykonos,Wanita,Woody,Pagi,Kencan,Unisex,,Malam,Office / Formal,0,2
USER_011,37ce37fa-ab4c-4472-9624-6a2014fbd51c,,Victoria Secret,Wanita,Woody,Pagi,Kencan,Wanita,,Pagi / Siang,Sport / Outdoor,2,3
