id,nama_parfum,brand,description,notes,harga,gender_target,waktu_penggunaan,occasion,wangi_vibe,url_foto,url_produk,rating_value,rating_count,created_at,concentration,top_notes,middle_notes,base_notes,main_accords,cuaca_musim,longevity,sillage
085ba20c-bca6-4bed-b5b9-374e34ed037f,Kahf Aquaterrae Extrait De Parfum,Kahf,"NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. Featuring Saffiano Leather�, suede softness meets powdery elegance. Lasts up to 12 hours. Spray a sufficient amount of perfume to your clothes and body Grapefruit, Pink Pepper, Betahydrane, Ozonic, Geranium, Mugane, Sage, Lavender, Lorenox, Amber, Incense Join the Brotherhood. Get 10% Off Your First Gear. � Kahf 2026.Kahf is a part of Paragon Technology and Innovation. Site byAntikode. By clicking 'Accept cookies', you agree to the use of cookies on your device to enhance your shopping experience, analyze site usage, and support our marketing efforts. To learn more about cookies, please refer to our Privacy Policy Find Your Skin Type Here!",,0,Pria,N/A,N/A,,,https://www.kahfeveryday.com/product/kahf-aquaterrae-extrait-de-parfum,0,0,2026-05-12 01:11:51.56155+00,Extrait de Parfum,N/A,N/A,N/A,"Oriental, Fresh, Spicy, Aromatic",Musim Gugur,Sangat Tahan Lama (8+ jam),Dekat (Skin Scent)
086e2b08-fb8e-484f-84ae-ce3a709e4e2d,Garuda Perfume Thailand Kasturi,Parfume,Parfume Wanita Nagita Slavina Parfum Wanita Fresh & Natural Wangi Tahan Lama Isi 30.ML,,7000,Wanita,Pagi / Siang,N/A,,,https://www.lazada.co.id/products/pdp-i8350468928.html,0,0,2026-05-12 01:10:11.437383+00,Parfum,N/A,N/A,N/A,Fresh,N/A,Sangat Tahan Lama (8+ jam),Sedang (Moderate)
08777825-d483-487b-b495-77ab1dda4a94,HMNS Essence of The Sun Eau De Parfum 100 ml,HMNS,"""Panggil aku Eos. Aku adalah esensi dari matahari. Dewi fajar. Dan cahaya pertama di pagi hari."" Aroma matahari, begitu orang-orang menyebutnya. Eos adalah parfum akor solar pertama dari HMNS. Campuran eksotis yang diekstrak dari tiga bunga tropis yang dikeringkan sepanjang hari untuk menciptakan gelombang aroma yang cerah. Wear this proudly & go crazy as you create memories because you know that you will.. #BeRemembered",,36900000,Pria,Pagi / Siang,N/A,,,https://madeforhmns.com/products/essence-of-the-sun-eos-100ml-edp,0,0,2026-05-12 01:11:53.105781+00,Eau de Parfum (EDP),N/A,N/A,N/A,"Woody, Floral, Oriental",N/A,Tahan Lama (4-8 jam),Kuat (Moderate-Heavy)
089f7008-ebd8-40fd-82ad-75f63219c434,HMNS My 1st O Hair & Body Mist 250 ml,HMNS,"My 1st O adalah versi hair & body mist dari varian fragrance best-selling ORGSM . Didesain dengan twist segar dari raspberry dan trehalose, produk ini tidak hanya memberikan keharuman yang mewah tetapi juga menjaga rambut tetap terhidrasi dan terasa lembut sepanjang hari.",,13900000,Pria,N/A,N/A,,,https://madeforhmns.com/products/hmns-hair-body-mist-my-1st-o,0,0,2026-05-12 01:11:53.105781+00,Body Mist,N/A,N/A,N/A,"Fresh, Fruity",N/A,Cepat Hilang (<2 jam),N/A
08b3f87d-9505-4293-badd-e9b87a67c61c,Bebliss Body Mist BPOM,PARFUM,PARFUM TERLARIS NO 1 | Parfum Unisex 35 ML EDP,,9000,Unisex,N/A,N/A,,,https://www.lazada.co.id/products/pdp-i7986060380.html,0,0,2026-05-12 01:10:11.437383+00,Eau de Parfum (EDP),N/A,N/A,N/A,N/A,N/A,Tahan Lama (4-8 jam),Kuat (Moderate-Heavy)
0a296a2e-7a11-40dc-bfa8-fb50cbbf3bbc,Cloud Mist Travel Size TR�UMEREI,Saff & Co,"Tr�umerei floats you away to a nostalgic childhood reverie, tucked away in a small nook among the multitude of thoughts, where clarity offers shelter and solace. Each day a new adventure unfurled, with backyard battles and dreams mapped out fearlessly in the daylight. When this time of innocence draws to a close, and the waves of adult intricacies interwoven with independence reach your shore, the stars will align and allow you to see the wisdom of your wings Ambery Bergamot Citrus Patchouli Woody",,7900000,Unisex,Pagi / Siang,N/A,,,https://saffnco.com/products/cloud-mist-travel-size-traumerei,0,0,2026-05-12 01:11:54.807979+00,Unspecified,N/A,N/A,N/A,"Woody, Citrus, Oriental",Musim Gugur,Sedang (2-4 jam),Dekat (Skin Scent)
0b732c4b-c7ed-448d-a13b-2b179c9bb48e,Travel Size Perfume Bundle 5pcs,VIRAL,"VIRAL PAKET 3 BOTOL | BUNDLING PARFUM JOYMENS - SIGMA - DESIRE PARFUM PRIA/WANITA 30 ML App 4.2 (616) Rp 8.500 Rp30.000 -72% Pilihan pengiriman : DKI Jakarta, Kota Jakarta Barat, Cengkareng UBAH Dijamin tiba 10-15 Mei Standar,with shipping fee Rp14.500 Pengembalian & Garansi : Berubah Pikiran � Pengembalian Gratis 7 Hari � Garansi tidak tersedia 1 btl desire: 1 btl sigma 1 btl desire 1 btl joymens 1 btl sigma 3 btl allvarian Kuantitas: Beli sekarang Tambah ke troli Share Like",,8500,Pria,N/A,N/A,,,https://www.lazada.co.id/products/pdp-i8614584114.html,0,0,2026-05-12 01:10:11.437383+00,Parfum,N/A,N/A,N/A,N/A,N/A,Tahan Lama (4-8 jam),N/A
0bca4ce2-3a45-4731-8f6c-4d1fba83295d,HMNS Darker Shade of O Nourishing Hair Perfume 250 ml,HMNS,"Terinspirasi oleh wangi best-seller Darker Shade of Orgsm, Nourishing Hair Perfume varian ini menghadirkan kesegaran Apple yang menggoda, berpadu dengan kelembutan Caramel yang manis dan hangat. Seiring berjalannya waktu, sentuhan Cedarwood yang dalam memberi kesan misterius dan bold. Setiap gerakan helaian rambutmu kini menjadi terasa lebih sensual dan seakan membawa aura yang sulit dilupakan. Tak hanya tentang aroma, formula ini juga menjaga rambut tetap sehat dengan Ethyl macadamiate yang bekerja melindungi rambut dari panas alat styling & sinar matahari. Lalu ada Amino Acid Complex yang memperkuat rambut. Juga Trehalose yang membantu mempertahankan kelembaban alami, membuat rambut terasa halus dan terlindungi sepanjang hari.",,19500000,Pria,Malam,Office / Formal,,,https://madeforhmns.com/products/hmns-nourishing-hair-perfume-darker-shade-of-o,0,0,2026-05-12 01:11:53.105781+00,Unspecified,N/A,N/A,N/A,"Woody, Fresh, Gourmand, Fruity",Musim Panas,Sangat Tahan Lama (8+ jam),Sangat Kuat (Loud)
0be0337a-70e7-40af-901d-24c0ee2caab4,Kids Baby Clothes Perfume 100ml,Best,"TERLARIS [Beli 1 Gratis 1] Parfum Baju Anak Kids Baby 100ml / Parfume BodyMist Wanita Pria Tahan Lama App 4.3 (36) Rp 15.000 Rp18.500 -19% Pilihan pengiriman : DKI Jakarta, Kota Jakarta Barat, Cengkareng UBAH Dijamin tiba 10-15 Mei Standar,with shipping fee Rp15.500 Pengembalian & Garansi : Berubah Pikiran � Pengembalian Gratis 7 Hari � Garansi tidak tersedia Varian 1: Sweet Vanilla MyBabyy Zwitsall Jonsohn Vanilla Cake Vanilla Mango Bubble Gum Peachy Baby Cotton Candy Popcorn Caramel Grape Fruit Strawberry Chocolate Japanese Cherry Sweet Vanilla PILIH GRATIS 1: Zwitsal Zwitsal Vanilla Cake MyBaby Jonsohn Peachy Baby Bubble Gum Request dicatatan Kuantitas: Beli sekarang Tambah ke troli Share Like",,15000,Pria,N/A,N/A,,,https://www.lazada.co.id/products/pdp-i18815387655.html,0,0,2026-05-12 01:10:11.437383+00,Body Mist,N/A,N/A,N/A,"Oriental, Gourmand, Fruity",N/A,Sangat Tahan Lama (8+ jam),N/A
0e2d7e5d-3c07-48ff-b47a-33313b613387,Cloud Mist Travel Size SONNET 116,Saff & Co,"Sonnet 116 invites you to immerse in the symphony of self-discovery and evolution - a narrative spun with the wisdom of self-love, where souls finally find their harmonious rhythm and embrace unconditional love. This sonnet liberates the heart and mind through shared passion, trust and embrace that feel just right Floral Fresh Gourmand Green Jasmine Sandalwood Tea Woody",,7900000,Pria,Pagi / Siang,Sport / Outdoor,,,https://saffnco.com/products/cloud-mist-travel-size-sonnet-116,0,0,2026-05-12 01:11:54.807979+00,Unspecified,N/A,N/A,N/A,"Woody, Floral, Fresh, Green",Musim Semi,Sedang (2-4 jam),Sedang (Moderate)
0ec55c39-129b-4681-90ad-7fbfce75fa76,H Scandal Perfume,TERLARIS,TERLARIS PARFUM NAGITA SLAVINA PARFUM EDT EXTRAIT PARFUM WANITA BERKUALITAS,,9820,Wanita,N/A,N/A,,,https://www.lazada.co.id/products/pdp-i7612204822.html,0,0,2026-05-12 01:10:11.437383+00,Extrait de Parfum,N/A,N/A,N/A,N/A,N/A,Sangat Tahan Lama (8+ jam),N/A
10cad7f8-5990-4356-8bed-8c9605bf9298,Vanilla Bubblegum Opium Bundle,BELI,BELI 1 GRATIS 3 PARFUM WANGI AWET PRIA DAN WANITA EDP 30ML,,8500,Pria,N/A,N/A,,,https://www.lazada.co.id/products/pdp-i8257828239.html,0,0,2026-05-12 01:10:11.437383+00,Eau de Parfum (EDP),N/A,N/A,N/A,N/A,N/A,Tahan Lama (4-8 jam),Kuat (Moderate-Heavy)
11416a9b-462d-4f9f-9206-6ca612babcdf,Fress & Natural Cologne 100ml,PARFUM,PARFUM REFILL WANITA PRIYA MURAH BERKUALITAS 30ML,,10000,Wanita,N/A,N/A,,,https://www.lazada.co.id/products/pdp-i7941074601.html,0,0,2026-05-12 01:10:11.437383+00,Parfum,N/A,N/A,N/A,N/A,N/A,Tahan Lama (4-8 jam),N/A
128e8d11-762d-40b6-b38e-5eadb4d31f68,Dior Homme Parfum,DIOR,"Fragrance - Ambery, Woody and Floral Notes description ingredients application tips olfactory notes description Discover Dior Homme Parfum reinvented by Francis Kurkdjian, Perfume Creative Director. A men's fragrance crafted around a dual iris note, both airy and intense. The olfactory interpretation of modern masculinity, a balance between strength and tenderness. Dior Homme Parfum is the story of an encounter: the smooth, carnal notes of iris meet powerful ambery wood accords. A trail that expresses a masculine twist on the flower, with an overdose of iris creating an addictive, sensual, and elegant composition. The structure of the fragrance, airy yet dense, takes shape in a monolithic bottle with clean lines and a sensual color gradient. ingredients #21722 ALCOHOL � PARFUM (FRAGRANCE) � AQUA (WATER) � CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL � TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES � LIMONENE � LINALYL ACETATE � LINALOOL � COUMARIN � ALPHA-ISOMETHYL IONONE � PINENE � BUTYL METHOXYDIBENZOYLMETHANE � CITRUS AURANTIUM PEEL OIL � LAVANDULA OIL/EXTRACT � POGOSTEMON CABLIN OIL � GERANYL ACETATE � DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE � CAMPHOR � CITRAL � BETA-CARYOPHYLLENE � TERPINEOL � TERPINOLENE � GERANIOL � ALPHA-TERPINENE � ROSE KETONES � CINNAMOMUM ZEYLANICUM BARK OIL � CINNAMAL � FARNESOL � EUGENOL � ISOEUGENOL � CI 47005 (YELLOW 10) � CI 14700 (RED 4) � CI 60730 (EXT. VIOLET 2) application tips 1. Awaken the senses with the invigorating notes of Dior Homme shower gel. 2. Soften your skin with Dior Homme after-shave balm. 3. Refresh with Dior Homme deodorant. 4. Spray on Dior Homme Parfum for the finishing touch. olfactory notes Heart Notes AMBERY ACCORD A gourmet ambery accord where the density of patchouli meets a powerful vetiver, mingled with a note of coumarin and dry accents of cut hay. description ingredients application tips olfactory notes description Discover Dior Homme Parfum reinvented by Francis Kurkdjian, Perfume Creative Director. A men's fragrance crafted around a dual iris note, both airy and intense. The olfactory interpretation of modern masculinity, a balance between strength and tenderness. Dior Homme Parfum is the story of an encounter: the smooth, carnal notes of iris meet powerful ambery wood accords. A trail that expresses a masculine twist on the flower, with an overdose of iris creating an addictive, sensual, and elegant composition. The structure of the fragrance, airy yet dense, takes shape in a monolithic bottle with clean lines and a sensual color gradient. ingredients #21722 ALCOHOL � PARFUM (FRAGRANCE) � AQUA (WATER) � CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL � TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES � LIMONENE � LINALYL ACETATE � LINALOOL � COUMARIN � ALPHA-ISOMETHYL IONONE � PINENE � BUTYL METHOXYDIBENZOYLMETHANE � CITRUS AURANTIUM PEEL OIL � LAVANDULA OIL/EXTRACT � POGOSTEMON CABLIN OIL � GERANYL ACETATE � DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE � CAMPHOR � CITRAL � BETA-CARYOPHYLLENE � TERPINEOL � TERPINOLENE � GERANIOL � ALPHA-TERPINENE � ROSE KETONES � CINNAMOMUM ZEYLANICUM BARK OIL � CINNAMAL � FARNESOL � EUGENOL � ISOEUGENOL � CI 47005 (YELLOW 10) � CI 14700 (RED 4) � CI 60730 (EXT. VIOLET 2) application tips 1. Awaken the senses with the invigorating notes of Dior Homme shower gel. 2. Soften your skin with Dior Homme after-shave balm. 3. Refresh with Dior Homme deodorant. 4. Spray on Dior Homme Parfum for the finishing touch. olfactory notes Heart Notes AMBERY ACCORD A gourmet ambery accord where the density of patchouli meets a powerful vetiver, mingled with a note of coumarin and dry accents of cut hay. description Discover Dior Homme Parfum reinvented by Francis Kurkdjian, Perfume Creative Director. A men's fragrance crafted around a dual iris note, both airy and intense. The olfactory interpretation of modern masculinity, a balance between strength and tenderness. Dior Homme Parfum is the story of an encounter: the smooth, carnal notes of iris meet powerful ambery wood accords. A trail that expresses a masculine twist on the flower, with an overdose of iris creating an addictive, sensual, and elegant composition. The structure of the fragrance, airy yet dense, takes shape in a monolithic bottle with clean lines and a sensual color gradient. ingredients #21722 ALCOHOL � PARFUM (FRAGRANCE) � AQUA (WATER) � CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL � TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES � LIMONENE � LINALYL ACETATE � LINALOOL � COUMARIN � ALPHA-ISOMETHYL IONONE � PINENE � BUTYL METHOXYDIBENZOYLMETHANE � CITRUS AURANTIUM PEEL OIL � LAVANDULA OIL/EXTRACT � POGOSTEMON CABLIN OIL � GERANYL ACETATE � DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE � CAMPHOR � CITRAL � BETA-CARYOPHYLLENE � TERPINEOL � TERPINOLENE � GERANIOL � ALPHA-TERPINENE � ROSE KETONES � CINNAMOMUM ZEYLANICUM BARK OIL � CINNAMAL � FARNESOL � EUGENOL � ISOEUGENOL � CI 47005 (YELLOW 10) � CI 14700 (RED 4) � CI 60730 (EXT. VIOLET 2) application tips 1. Awaken the senses with the invigorating notes of Dior Homme shower gel. 2. Soften your skin with Dior Homme after-shave balm. 3. Refresh with Dior Homme deodorant. 4. Spray on Dior Homme Parfum for the finishing touch. olfactory notes Heart Notes AMBERY ACCORD A gourmet ambery accord where the density of patchouli meets a powerful vetiver, mingled with a note of coumarin and dry accents of cut hay. Member Exclusive | Receive an additional complimentary Dior Makeup Eyes and Lips Trial Set with min spend of Rp 3,500,000 Enjoy 2 iconic Dior samples of your choice with every order. Enjoy complimentary delivery for orders of Rp1,200,000 or above. Exclusive for members, receive exclusive Dior gifts at each tier of minimum purchase � above Rp1,500K, Rp2,500K & Rp3,500K. Complimentary Dior gift wrapping service. Discover Dior Homme Parfum reinvented by Francis Kurkdjian, Perfume Creative Director. A men's fragrance crafted around a dual iris note, both airy and intense. The olfactory interpretation of modern masculinity, a balance between strength and tenderness. Dior Homme Parfum is the story of an encounter: the smooth, carnal notes of iris meet powerful ambery wood accords. A trail that expresses a masculine twist on the flower, with an overdose of iris creating an addictive, sensual, and elegant composition. The structure of the fragrance, airy yet dense, takes shape in a monolithic bottle with clean lines and a sensual color gradient. #21722 ALCOHOL � PARFUM (FRAGRANCE) � AQUA (WATER) � CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL � TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES � LIMONENE � LINALYL ACETATE � LINALOOL � COUMARIN � ALPHA-ISOMETHYL IONONE � PINENE � BUTYL METHOXYDIBENZOYLMETHANE � CITRUS AURANTIUM PEEL OIL � LAVANDULA OIL/EXTRACT � POGOSTEMON CABLIN OIL � GERANYL ACETATE � DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE � CAMPHOR � CITRAL � BETA-CARYOPHYLLENE � TERPINEOL � TERPINOLENE � GERANIOL � ALPHA-TERPINENE � ROSE KETONES � CINNAMOMUM ZEYLANICUM BARK OIL � CINNAMAL � FARNESOL � EUGENOL � ISOEUGENOL � CI 47005 (YELLOW 10) � CI 14700 (RED 4) � CI 60730 (EXT. VIOLET 2) 1. Awaken the senses with the invigorating notes of Dior Homme shower gel. 2. Soften your skin with Dior Homme after-shave balm. 3. Refresh with Dior Homme deodorant. 4. Spray on Dior Homme Parfum for the finishing touch. Heart Notes AMBERY ACCORD A gourmet ambery accord where the density of patchouli meets a powerful vetiver, mingled with a note of coumarin and dry accents of cut hay. Privacy Policy Terms and conditions Cookies Policy Cookies are in use on this site These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are set by a range of social media services that we have added to the site to enable you to share our content with your friends and networks. They are capable of tracking your browser across other sites and building up a profile of your interests. This may impact the content and messages you see on other websites you visit. If you do not allow these cookies you may not be able to use or see these sharing tools. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.",,3810000,Pria,Pagi / Siang,Office / Formal,,,https://www.dior.com/en_id/beauty/products/dior-homme-parfum-Y0997193.html,0,0,2026-05-12 01:11:53.105781+00,Parfum,N/A,N/A,N/A,"Woody, Floral, Citrus, Oriental",Musim Semi,Sangat Tahan Lama (8+ jam),Sangat Kuat (Loud)
12ae8df3-a1b6-4f4c-802c-ac2b73f8ecdf,Ballerina Perfume,Parfum,Parfum Inspirasi 50 ml - Aroma Segar dan Tahan Lama - Perfume Murah Berkualitas - Minyak Wangi Murce,,20000,Unisex,N/A,N/A,,,https://www.lazada.co.id/products/pdp-i8000546413.html,0,0,2026-05-12 01:10:11.437383+00,Parfum,N/A,N/A,N/A,Fresh,N/A,Sangat Tahan Lama (8+ jam),N/A
12c23544-6efb-41aa-81cd-633e734507c4,Scarlett Inspired Extrait De Parfum 30ml,FRESS,FRESS & NATURAL PARFUM COLOGNE BOTOL 100ML / HIJAB REFRESH,,12999,Unisex,Pagi / Siang,N/A,,,https://www.lazada.co.id/products/pdp-i8012230373.html,0,0,2026-05-12 01:10:11.437383+00,Parfum,N/A,N/A,N/A,Fresh,N/A,Tahan Lama (4-8 jam),Sedang (Moderate)
