user_id,parfum_id,parfum_name,brand,user_gender_pref,user_aroma_pref,user_time_pref,user_occasion_pref,parfum_gender_target,parfum_wangi_vibe,parfum_waktu_penggunaan,parfum_occasion,match_score,rating
USER_006,8cfde50b-0ddc-442b-9062-127bc05918f5,,Saff & Co,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,,2,4
USER_006,c860a3c8-d79f-42e5-aa44-5c365a2adfdc,,Parfum,Unisex,Woody,Pagi,Santai,Unisex,,,,1,1
USER_006,2b0fd5e7-75d4-4bcd-ba5a-6aa5fa6e95fc,,Mykonos,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_006,d34b4176-7f78-422d-b9fc-a0e4ae366be3,,Saff & Co,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_006,0a296a2e-7a11-40dc-bfa8-fb50cbbf3bbc,,Saff & Co,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,,2,4
USER_006,cb9166df-592d-48bd-a5fe-01a73ae3b9ec,,Mykonos,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,,2,3
USER_006,80bd07d8-6308-464c-85c6-a64f461bd5e7,,Saff & Co,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,,2,3
USER_006,496af43c-42c3-48b3-ac92-a17585576c48,,Saff & Co,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_006,78f2e851-640d-43d6-953e-a1efda709028,,Mykonos,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_006,4a48db01-bd16-428f-b6e6-3dafe754f535,,Mykonos,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,,2,4
USER_006,53cdd8ab-5c47-4c1a-86ac-c9878f216175,,FRES,Unisex,Woody,Pagi,Santai,Unisex,,Pagi / Siang,,2,3
USER_007,54059d94-8e63-4b12-9d37-ddb277d5d601,,BELI,Unisex,Floral,Siang,Formal,Wanita,,,,0,1
USER_007,1779fe58-e542-42bc-b930-2a426a0aa01a,,Saff & Co,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_007,d0a9b060-caad-4943-8619-4f69ead462a0,,DIOR,Unisex,Floral,Siang,Formal,Pria,,Pagi / Siang,Office / Formal,2,4
USER_007,ed954813-c127-4150-8dd3-334f6b921830,,Mykonos,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,Date / Romantic,2,3
USER_007,9553f16f-4d80-4d27-8e02-05fdb039927e,,Fresh,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,,2,3
USER_007,861f7fc9-fe40-4572-a718-ff6b450caffd,,DIOR,Unisex,Floral,Siang,Formal,Wanita,,Pagi / Siang,Office / Formal,2,4
USER_007,9b645fd9-919a-46fc-9635-7a3f4b261e58,,Fres,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,,2,4
USER_007,3ed6b0a0-4e94-44e6-83b1-2c068aac232b,,Saff & Co,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_007,9dc69e4f-c430-46bd-bfb5-99bb8d8d6d5b,,TERMURAH,Unisex,Floral,Siang,Formal,Pria,,,,0,1
USER_007,c84d8e8e-d1ce-4a96-85b7-2a3e8fa15efc,,DIOR,Unisex,Floral,Siang,Formal,Wanita,,Pagi / Siang,Office / Formal,2,3
USER_007,a3432bbe-5c01-48e6-bc93-53c616368866,,Kahf,Unisex,Floral,Siang,Formal,Pria,,,,0,1
USER_007,53b9b357-2ccb-415a-9e21-0d37edefb337,,Saff & Co,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_007,78f2e851-640d-43d6-953e-a1efda709028,,Mykonos,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,Sport / Outdoor,2,3
USER_007,2b0fd5e7-75d4-4bcd-ba5a-6aa5fa6e95fc,,Mykonos,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_007,b74414c2-2f53-48d1-8713-79b4caae3482,,DIOR,Unisex,Floral,Siang,Formal,Pria,,Pagi / Siang,Office / Formal,2,3
USER_007,496af43c-42c3-48b3-ac92-a17585576c48,,Saff & Co,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_007,9592f629-d0b2-4d65-bed9-13e05287c905,,Saff & Co,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,Sport / Outdoor,2,3
USER_007,3568d41b-c549-4734-957f-671fa937c216,,DIOR,Unisex,Floral,Siang,Formal,Pria,,Pagi / Siang,Office / Formal,2,3
USER_007,8cfde50b-0ddc-442b-9062-127bc05918f5,,Saff & Co,Unisex,Floral,Siang,Formal,Unisex,,Pagi / Siang,,2,4
USER_008,34829e48-8f75-4e64-9eb3-817a08452100,,DIOR,Wanita,Spicy,Siang,Formal,Wanita,,Pagi / Siang,Office / Formal,3,5
USER_008,7db2220c-3a8e-4b3f-9a6a-ad9215a7cc5c,,HMNS,Wanita,Spicy,Siang,Formal,Pria,,,Office / Formal,1,1
USER_008,a37d53c9-892f-4c39-bb2a-be5bcf3650fd,,DIOR,Wanita,Spicy,Siang,Formal,Wanita,,Pagi / Siang,Office / Formal,3,5
USER_008,cd97b924-df9a-4c93-b932-b1400633c2b2,,Saff & Co,Wanita,Spicy,Siang,Formal,Pria,,,,0,1
USER_008,44c9b673-d207-495d-9d86-1478761da491,,Lovillea,Wanita,Spicy,Siang,Formal,Unisex,,Pagi / Siang,,1,3
USER_008,c84d8e8e-d1ce-4a96-85b7-2a3e8fa15efc,,DIOR,Wanita,Spicy,Siang,Formal,Wanita,,Pagi / Siang,Office / Formal,3,5
USER_008,fc625078-77b1-44c6-a737-a33b340d6084,,DIOR,Wanita,Spicy,Siang,Formal,Wanita,,Pagi / Siang,Office / Formal,3,4
USER_008,0462a5ae-db16-4c54-b00c-7b2b9c43e63a,,Amanda,Wanita,Spicy,Siang,Formal,Pria,,Seharian,,0,2
USER_008,d0a9b060-caad-4943-8619-4f69ead462a0,,DIOR,Wanita,Spicy,Siang,Formal,Pria,,Pagi / Siang,Office / Formal,2,4
USER_008,2b811d28-587f-48e5-b2ce-b36d4a93368b,,PARFUM,Wanita,Spicy,Siang,Formal,Pria,,,,0,2
USER_008,c0a7cd3e-bdde-44dc-b2fc-1287b972f49f,,Parfum,Wanita,Spicy,Siang,Formal,Pria,,,,0,1
USER_008,9013df18-be02-4ada-8971-22febdad743f,,DIOR,Wanita,Spicy,Siang,Formal,Wanita,,,Office / Formal,2,3
USER_008,3568d41b-c549-4734-957f-671fa937c216,,DIOR,Wanita,Spicy,Siang,Formal,Pria,,Pagi / Siang,Office / Formal,2,3
USER_008,b74414c2-2f53-48d1-8713-79b4caae3482,,DIOR,Wanita,Spicy,Siang,Formal,Pria,,Pagi / Siang,Office / Formal,2,3
USER_008,861f7fc9-fe40-4572-a718-ff6b450caffd,,DIOR,Wanita,Spicy,Siang,Formal,Wanita,,Pagi / Siang,Office / Formal,3,5
USER_009,861f7fc9-fe40-4572-a718-ff6b450caffd,,DIOR,Wanita,Spicy,Malam,Formal,Wanita,,Pagi / Siang,Office / Formal,2,3
USER_009,b39fe901-3893-4ed5-a34a-b634d9e3fd44,,DIOR,Wanita,Spicy,Malam,Formal,Wanita,,Malam,Office / Formal,3,5
USER_009,fbb666c5-526a-4412-b11e-4435f2098941,,DIOR,Wanita,Spicy,Malam,Formal,Wanita,,Malam,Office / Formal,3,5
USER_009,287705d8-d800-43ec-8248-93071a6e2a3c,,DIOR,Wanita,Spicy,Malam,Formal,Wanita,,Malam,Office / Formal,3,5
USER_009,0bca4ce2-3a45-4731-8f6c-4d1fba83295d,,HMNS,Wanita,Spicy,Malam,Formal,Pria,,Malam,Office / Formal,2,4
USER_010,b854dfc4-30ec-48bb-ae95-8efd6922167b,,Mykonos,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Date / Romantic,2,3
USER_010,d20cb8c6-9882-443c-a8ac-ee900ebe5695,,HMNS,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_010,aba53cea-bce9-49bf-80a7-02236447762c,,Saff & Co,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_010,07f27911-ee24-4b09-b92a-d8623811a7f3,,HMNS,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,,2,3
USER_010,08777825-d483-487b-b495-77ab1dda4a94,,HMNS,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,,2,4
USER_010,6e67f7a9-ddfe-4cb2-916d-8a674372d108,,Saff & Co,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Date / Romantic,2,3
USER_010,ac5c3157-2701-480e-ad90-dcbdba23cd8f,,Saff & Co,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_010,22477174-154b-4c78-80d6-46e82ed2b876,,Saff & Co,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Date / Romantic,2,4
USER_010,203a862b-5b29-4d0c-8b53-638b95f6d9c3,,Kahf,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_010,3568d41b-c549-4734-957f-671fa937c216,,DIOR,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Office / Formal,2,3
USER_010,a37d53c9-892f-4c39-bb2a-be5bcf3650fd,,DIOR,Pria,Floral,Siang,Kencan,Wanita,,Pagi / Siang,Office / Formal,1,1
USER_010,db442456-a69b-4fde-9604-a141be04bdc5,,PROMO,Pria,Floral,Siang,Kencan,Pria,,,,1,1
USER_010,40792582-9222-4007-ae67-f4534e590ce9,,Saff & Co,Pria,Floral,Siang,Kencan,Pria,,Pagi / Siang,Sport / Outdoor,2,4
USER_010,0462a5ae-db16-4c54-b00c-7b2b9c43e63a,,Amanda,Pria,Floral,Siang,Kencan,Pria,,Seharian,,1,2
USER_011,203a862b-5b29-4d0c-8b53-638b95f6d9c3,,Kahf,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,4
USER_011,5ad9e74b-b20b-4eac-8f38-18d1870ee581,,Kahf,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_011,12c23544-6efb-41aa-81cd-633e734507c4,,FRESS,Pria,Woody,Siang,Santai,Unisex,,Pagi / Siang,,1,1
USER_011,87c552ea-cbc9-4c13-be9e-2fe0a58fe847,,HMNS,Pria,Woody,Siang,Santai,Pria,,,,1,1
USER_011,3568d41b-c549-4734-957f-671fa937c216,,DIOR,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,Office / Formal,2,3
USER_011,b164bede-fb90-4a36-8780-3856e0181114,,HMNS,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,,2,3
USER_011,041ae2b2-ec2e-40d6-a55b-29c6589b12c0,,Saff & Co,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,3
USER_011,58504c8c-6641-4215-810c-8af32ecce08e,,HMNS,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,,2,3
USER_011,bc1d3121-2c92-4566-b2d1-9ddf24e00aff,,Beli,Pria,Woody,Siang,Santai,Unisex,,,,0,1
USER_011,2f5fdaf4-c19c-420f-997b-1db23d449832,,Saff & Co,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,4
USER_011,c9a08121-a901-4c43-bd3c-585c31669c80,,Kahf,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,4
USER_011,d7a53a8f-499a-4394-a323-499b79a48b42,,Mykonos,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,Sport / Outdoor,2,4
USER_011,7b1071e1-ed32-4a1f-9861-b918b3c5aea7,,Mykonos,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,Casual / Daily,2,4
USER_011,e5d56738-4e79-47ef-aefd-ace15c33f346,,HMNS,Pria,Woody,Siang,Santai,Pria,,,,1,3
USER_011,07f27911-ee24-4b09-b92a-d8623811a7f3,,HMNS,Pria,Woody,Siang,Santai,Pria,,Pagi / Siang,,2,3
USER_012,496af43c-42c3-48b3-ac92-a17585576c48,,Saff & Co,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_012,d34b4176-7f78-422d-b9fc-a0e4ae366be3,,Saff & Co,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,Sport / Outdoor,2,4
USER_012,12c23544-6efb-41aa-81cd-633e734507c4,,FRESS,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,3
USER_012,9b645fd9-919a-46fc-9635-7a3f4b261e58,,Fres,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,3
USER_012,53b9b357-2ccb-415a-9e21-0d37edefb337,,Saff & Co,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,Sport / Outdoor,2,3
USER_012,e4e0a445-d609-4e55-898c-e39f5d2a07d8,,Mykonos,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,3
USER_012,fcfe3674-3471-420d-9b5e-b3e57a203c55,,Lovablue,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,4
USER_012,b0f8fa31-2fb7-4e94-b6f6-4b51a6553f7f,,Fresh,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,3
USER_012,4a48db01-bd16-428f-b6e6-3dafe754f535,,Mykonos,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,3
USER_012,2b0fd5e7-75d4-4bcd-ba5a-6aa5fa6e95fc,,Mykonos,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,Sport / Outdoor,2,3
USER_012,cb9166df-592d-48bd-a5fe-01a73ae3b9ec,,Mykonos,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,3
USER_012,a4d7ea63-e65d-4181-a9f6-f1007da77de1,,Parfume,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,4
USER_012,54059d94-8e63-4b12-9d37-ddb277d5d601,,BELI,Unisex,Spicy,Siang,Kencan,Wanita,,,,0,2
USER_012,745ad61b-a19c-4459-93bb-8e6b7085f3c6,,parfume,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,3
USER_012,90d66819-6966-462c-8d9c-3d474b7f733d,,LOVILLEA,Unisex,Spicy,Siang,Kencan,Unisex,,Pagi / Siang,,2,3
USER_012,abd1695f-b65a-4f45-822d-155fe807e7b1,,Bisa,Unisex,Spicy,Siang,Kencan,Pria,,,,0,1
USER_013,0bca4ce2-3a45-4731-8f6c-4d1fba83295d,,HMNS,Pria,Woody,Malam,Kencan,Pria,,Malam,Office / Formal,2,4
USER_013,5a2d0753-950a-45a3-9589-d836b73f2a1f,,HMNS,Pria,Woody,Malam,Kencan,Pria,,Malam,,2,4
USER_013,32e18cac-7bdc-416a-880d-c3b1af81a0a0,,Fres,Pria,Woody,Malam,Kencan,Pria,,Malam,Party / Night,2,3
USER_013,f59f152f-beb1-4577-8a5c-ca568a51304f,,Perfume,Pria,Woody,Malam,Kencan,Pria,,Malam,Date / Romantic,2,3
USER_013,f774e24f-5a7a-46b1-abdf-a8f84f77be6e,,7ml,Pria,Woody,Malam,Kencan,Pria,,Malam,Sport / Outdoor,2,4
USER_013,27964740-3a86-4287-9930-4631a77053d8,,HMNS,Pria,Woody,Malam,Kencan,Pria,,Malam,Date / Romantic,2,3
USER_013,cf0e9af3-011b-4778-bc84-bd870860dac8,,HMNS,Pria,Woody,Malam,Kencan,Pria,,Malam,,2,4
USER_013,c8930398-51f6-4666-8740-cebcbf5f8bf7,,Mykonos,Pria,Woody,Malam,Kencan,Pria,,Malam,Party / Night,2,4
USER_014,e0b6e605-7c16-4436-8fcd-c31a28a97341,,Mykonos,Unisex,Woody,Malam,Kerja,Unisex,,Malam,Party / Night,2,3
