id;nama_parfum;brand;gender_target;concentration;top_notes;middle_notes;base_notes;main_accords;waktu_penggunaan;occasion;cuaca_musim;longevity;sillage;description;rating_value;rating_count;harga;url_produk
8d161090-7b0d-4f16-8574-3c7902c01c8c;Kahf Revered Oud Eau de Toilette;Kahf;Pria;Eau de Toilette (EDT);N/A;N/A;N/A;"Woody, Floral, Oriental, Gourmand";N/A;N/A;Musim Gugur;Sedang (2-4 jam);Dekat (Skin Scent);"NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. Perfume with notes of oud, amber, vanilla, and rose, evoking tradition and sweet memories. Spray EDT to desired clothes and/or body area. Ethanol, Aqua, Fragrance, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Polysorbate 20, Benzophenone-2 Join the Brotherhood. Get 10% Off Your First Gear. � Kahf 2026.Kahf is a part of Paragon Technology and Innovation. Site byAntikode. By clicking 'Accept cookies', you agree to the use of cookies on your device to enhance your shopping experience, analyze site usage, and support our marketing efforts. To learn more about cookies, please refer to our Privacy Policy Find Your Skin Type Here!";0;0;0;https://www.kahfeveryday.com/product/kahf-revered-oud-eau-de-toilette
32f611b0-5ea1-403d-a2dd-4753395bfacc;Kahf True Brotherhood Eau de Toilette;Kahf;Pria;Eau de Toilette (EDT);N/A;N/A;N/A;"Citrus, Oriental, Aromatic";N/A;N/A;N/A;Sedang (2-4 jam);Dekat (Skin Scent);"NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. Men�s perfume with a warm spicy, lavender, citrus, and incense scent that celebrates togetherness. Spray EDT to desired clothes and/or body area. Ethanol, Aqua, Fragrance, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Polysorbate 20, Benzophenone-2 Join the Brotherhood. Get 10% Off Your First Gear. � Kahf 2026.Kahf is a part of Paragon Technology and Innovation. Site byAntikode. By clicking 'Accept cookies', you agree to the use of cookies on your device to enhance your shopping experience, analyze site usage, and support our marketing efforts. To learn more about cookies, please refer to our Privacy Policy Find Your Skin Type Here!";0;0;0;https://www.kahfeveryday.com/product/kahf-true-brotherhood-eau-de-toilette
c43bd60e-5679-4479-84c0-609fed62ea7d;Kahf Silverwood Extrait De Parfum;Kahf;Pria;Extrait de Parfum;N/A;N/A;N/A;"Woody, Floral, Fresh, Spicy";Pagi / Siang;Sport / Outdoor;Musim Semi;Sangat Tahan Lama (8+ jam);Sedang (Moderate);"NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. Aquaflora� in this extrait offers bright floral freshness with Cyclamen and Muguet. Clean, watery, a Spray a sufficient amount of perfume to your clothes and body Aquaflora, Timur Pepper, Muguet, Violet, Cypriol Oil, Cashmere Woods, Vetiver Oil Join the Brotherhood. Get 10% Off Your First Gear. � Kahf 2026.Kahf is a part of Paragon Technology and Innovation. Site byAntikode. By clicking 'Accept cookies', you agree to the use of cookies on your device to enhance your shopping experience, analyze site usage, and support our marketing efforts. To learn more about cookies, please refer to our Privacy Policy Find Your Skin Type Here!";0;0;0;https://www.kahfeveryday.com/product/kahf-silverwood-extrait-de-parfum
91cccd63-97c9-4271-b709-87ca4399da84;Kahf Santalscape Extrait De Parfum;Kahf;Pria;Extrait de Parfum;N/A;N/A;N/A;"Woody, Citrus, Oriental, Fresh";Pagi / Siang;Sport / Outdoor;Musim Semi;Sangat Tahan Lama (8+ jam);Sedang (Moderate);"NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. Betahydrane� gives a fresh, citrus-aqua burst with coolness that lasts up to 12 hours. Spray a sufficient amount of perfume to your clothes and body Violet, Cardamom, Ambertonic, Papyrus, Iris, Fig, Sandalwood, Leather, Cedarwood, Operanide Join the Brotherhood. Get 10% Off Your First Gear. � Kahf 2026.Kahf is a part of Paragon Technology and Innovation. Site byAntikode. By clicking 'Accept cookies', you agree to the use of cookies on your device to enhance your shopping experience, analyze site usage, and support our marketing efforts. To learn more about cookies, please refer to our Privacy Policy Find Your Skin Type Here!";0;0;0;https://www.kahfeveryday.com/product/kahf-santalscape-extrait-de-parfum
2898d005-61cd-4199-9a30-df0cf4618e1a;Kahf Leatherfield Extrait De Parfum;Kahf;Pria;Extrait de Parfum;N/A;N/A;N/A;"Woody, Citrus, Oriental, Spicy";N/A;N/A;Musim Gugur;Sangat Tahan Lama (8+ jam);Sangat Kuat (Loud);"NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. Powered by Amber Xtreme�, bold amber woody notes add depth and balance. Lasts up to 12 hours. Spray a sufficient amount of perfume to your clothes and body Black Pepper, Clary Sage, Lemon, Cypress Oil, Violet Green, Cinnamon, Muguet, Saffiano, Ambertonic, Cashmeran, Tonka Bean Join the Brotherhood. Get 10% Off Your First Gear. � Kahf 2026.Kahf is a part of Paragon Technology and Innovation. Site byAntikode. By clicking 'Accept cookies', you agree to the use of cookies on your device to enhance your shopping experience, analyze site usage, and support our marketing efforts. To learn more about cookies, please refer to our Privacy Policy Find Your Skin Type Here!";0;0;0;https://www.kahfeveryday.com/product/kahf-leatherfield-extrait-de-parfum
085ba20c-bca6-4bed-b5b9-374e34ed037f;Kahf Aquaterrae Extrait De Parfum;Kahf;Pria;Extrait de Parfum;N/A;N/A;N/A;"Oriental, Fresh, Spicy, Aromatic";N/A;N/A;Musim Gugur;Sangat Tahan Lama (8+ jam);Dekat (Skin Scent);"NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. NEW! Kahf Pomade and Hair Powder. Featuring Saffiano Leather�, suede softness meets powdery elegance. Lasts up to 12 hours. Spray a sufficient amount of perfume to your clothes and body Grapefruit, Pink Pepper, Betahydrane, Ozonic, Geranium, Mugane, Sage, Lavender, Lorenox, Amber, Incense Join the Brotherhood. Get 10% Off Your First Gear. � Kahf 2026.Kahf is a part of Paragon Technology and Innovation. Site byAntikode. By clicking 'Accept cookies', you agree to the use of cookies on your device to enhance your shopping experience, analyze site usage, and support our marketing efforts. To learn more about cookies, please refer to our Privacy Policy Find Your Skin Type Here!";0;0;0;https://www.kahfeveryday.com/product/kahf-aquaterrae-extrait-de-parfum
34829e48-8f75-4e64-9eb3-817a08452100;FRAGRANCE BEST SELLERS;DIOR;Wanita;Eau de Parfum (EDP);N/A;N/A;N/A;"Woody, Floral, Citrus, Fresh";Pagi / Siang;Office / Formal;Musim Semi;Sangat Tahan Lama (8+ jam);Sangat Kuat (Loud);"Member Exclusive | Receive an additional complimentary Dior Makeup Eyes and Lips Trial Set with min spend of Rp 3,500,000 Discover the selection of Dior fragrance essentials. Experience an extraordinary olfactory voyage while browsing the fragrances of Miss Dior, J�adore, Dior Homme and La Collection Priv�e Christian Dior, to discover your perfect eau de toilette or eau de parfum. Parfum - intense floral, fruity and woody notes Miss Dior Blooming Bouquet Eau de Toilette - Fresh and Tender Notes Alcohol-Free Eau de Parfum - Floral Notes Hair Mist - Fragrance for the Hair Miss Dior Eau de Parfum Roller-Pearl Roll-On Eau de Parfum - Floral and Fresh Notes Miss Dior Rose N'Roses Eau de Toilette - Floral and Sparkling Notes Miss Dior Blooming Bouquet Mini Miss Solid Perfume Eau de Toilette - Alcohol-Free Fragrance Stick - Fresh and Tender Notes J�adore Les Adorables Golden Gel Scented Shimmering Body Gel Privacy Policy Terms and conditions Cookies Policy Cookies are in use on this site These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are set by a range of social media services that we have added to the site to enable you to share our content with your friends and networks. They are capable of tracking your browser across other sites and building up a profile of your interests. This may impact the content and messages you see on other websites you visit. If you do not allow these cookies you may not be able to use or see these sharing tools. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.";0;0;0;https://www.dior.com/en_id/beauty/productlist-folder/plp-fragrance-women-best-sellers.html
bf877e5e-3786-46f1-b684-c8f71668c09e;NEW ARRIVALS;DIOR;Wanita;Eau de Parfum (EDP);N/A;N/A;N/A;"Woody, Floral, Citrus, Oriental";N/A;Office / Formal;Musim Semi;Tahan Lama (4-8 jam);Kuat (Moderate-Heavy);"Member Exclusive | Receive an additional complimentary Dior Makeup Eyes and Lips Trial Set with min spend of Rp 3,500,000 Explore the new Dior fragrance arrivals through the olfactory worlds of Miss Dior, Dior Homme, J�adore and La Collection Priv�e Christian Dior. Eau de parfum, eau de toilette, scented candles, body lotions: discover all the new products. Taming and Hydrating Hair Serum Fragrance - Ambery, Woody and Floral Notes Sauvage Spray For The Wild - Limited Edition 30 ml Bottle and Case - 2 Fragrances Available Sauvage Hydrating Shampoo Nourishing and Softening Men's Shampoo Privacy Policy Terms and conditions Cookies Policy Cookies are in use on this site These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are set by a range of social media services that we have added to the site to enable you to share our content with your friends and networks. They are capable of tracking your browser across other sites and building up a profile of your interests. This may impact the content and messages you see on other websites you visit. If you do not allow these cookies you may not be able to use or see these sharing tools. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.";0;0;0;https://www.dior.com/en_id/beauty/productlist-folder/plp-fragrance-men-new-arrivals.html
e7d075d9-d161-4329-b8a6-cc62309b6d99;THE FRAGRANCES;DIOR;Wanita;Extrait de Parfum;N/A;N/A;N/A;"Woody, Floral, Citrus, Oriental";N/A;Office / Formal;Musim Semi;Sangat Tahan Lama (8+ jam);Sangat Kuat (Loud);"Member Exclusive | Receive an additional complimentary Dior Makeup Eyes and Lips Trial Set with min spend of Rp 3,500,000 For her, for him, for you";;;0;
a37d53c9-892f-4c39-bb2a-be5bcf3650fd;ALL LIP MAKEUP;DIOR;Wanita;Unspecified;N/A;N/A;N/A;"Floral, Citrus, Aromatic, Fruity";Pagi / Siang;Office / Formal;Musim Semi;Sangat Tahan Lama (8+ jam);Sangat Kuat (Loud);"Member Exclusive | Receive an additional complimentary Dior Makeup Eyes and Lips Trial Set with min spend of Rp 3,500,000 Discover all the Dior lip makeup products: alongside the iconic Rouge Dior lipstick, an array of creations is revealed in couture colors, with long wear or even infused with floral lip care. Add a liquid lipstick, lip liner, lip oil or shiny gloss to your makeup bag. No-Transfer Lip Liner Pencil - Couture Color - Comfort and Long Wear Rouge Dior Balm Refill Universal Lip Balm Refill - 95% Natural-Origin Ingredients - Hydrating Floral Lip Care Dior Addict Lip Glow Oil 24h Hydrating Lip Oil - 3 Ultra-Glossy Finishes No-Transfer Lip Liner Pencil - Intense Couture Color - Long Wear Dior Addict Lip Glow Butter 24-Hour Hydrating Shine Lip Treatment - Peptide + Ceramide 48-Hour Hydrating Lip Balm - pH-Activated Color Rouge Dior - Limited Edition Couture Color Lipstick - Velvet Finish - Hydrating Floral Lip Care - Long Wear Couture Color Lipstick - Velvet and Satin Finishes - Hydrating Floral Lip Care - Long Wear Dior Addict Case - Limited Edition Shine Lipstick Couture Case - Refillable Universal Lip Balm - 95% Natural-Origin Ingredients - Hydrating Floral Lip Care - Refillable Hydrating Shine Lipstick - 90% Natural-Origin Ingredients - Refillable Dior Addict Lip Maximizer Serum Lip Plumping Serum - Extreme 24h Hydration - Instant and Long-Term Maximum Volume Effect - Day and Night Privacy Policy Terms and conditions Cookies Policy Cookies are in use on this site These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are set by a range of social media services that we have added to the site to enable you to share our content with your friends and networks. They are capable of tracking your browser across other sites and building up a profile of your interests. This may impact the content and messages you see on other websites you visit. If you do not allow these cookies you may not be able to use or see these sharing tools. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.";0;0;0;https://www.dior.com/en_id/beauty/productlist-folder/plp-makeup-all-lips.html
9013df18-be02-4ada-8971-22febdad743f;SKINCARE BESTSELLERS;DIOR;Wanita;Unspecified;N/A;N/A;N/A;"Floral, Citrus, Fresh, Aromatic";N/A;Office / Formal;N/A;N/A;Dekat (Skin Scent);"Member Exclusive | Receive an additional complimentary Dior Makeup Eyes and Lips Trial Set with min spend of Rp 3,500,000 Discover the selection of Dior skincare essentials. Browse the Dior Capture Totale, Dior Prestige skincare products and compose your own ideal skincare routine for the face - anti-aging, hydrating, or sun care � to meet your skin�s needs. Dior Prestige La Micro-Huile de Rose Activated Serum Exceptional Repairing Micro-Nutritive Serum La Mousse OFF/ON Foaming Cleanser Cleansing, Purifying and Hydrating Foam Privacy Policy Terms and conditions Cookies Policy Cookies are in use on this site These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are set by a range of social media services that we have added to the site to enable you to share our content with your friends and networks. They are capable of tracking your browser across other sites and building up a profile of your interests. This may impact the content and messages you see on other websites you visit. If you do not allow these cookies you may not be able to use or see these sharing tools. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.";0;0;0;https://www.dior.com/en_id/beauty/productlist-folder/plp-skincare-best-sellers.html
fc625078-77b1-44c6-a737-a33b340d6084;GIFT SETS;DIOR;Wanita;Eau de Parfum (EDP);N/A;N/A;N/A;"Floral, Citrus, Aromatic, Fruity";Pagi / Siang;Office / Formal;Musim Semi;Tahan Lama (4-8 jam);Kuat (Moderate-Heavy);"ALL FRAGRANCE MAKEUP SKINCARE Member Exclusive | Receive an additional complimentary Dior Makeup Eyes and Lips Trial Set with min spend of Rp 3,500,000 Miss Dior Blooming Bouquet Set - Limited Edition Eau de Toilette and Travel Spray Miss Dior Set - Limited Edition Eau de Parfum and Body Milk J�adore Eau de Parfum Set - Limited Edition Eau de Parfum and Travel Spray Dior Snow The Glow Protocol Lotion, serum, hydrating cream, UV protection and reusable pouch Eau de Toilette and Color-Reviving Lip Balm Dior Prestige � The Exceptional Brightening and Revitalizing Ritual Facial Skincare Set � Exfoliating Lotion, Serum and Emulsion Dior Prestige Exceptional Micro-Nutritive and Repairing Ritual Face and Neck Lotion, Serum and Cream Trio Unisex Eau de Parfum � Leathery and Floral Notes Dior Addict Purple Glow Eau de Parfum - Iris and Raspberry Notes Dior Addict Peachy Glow Eau de Parfum - Jasmine and Peach Notes Dior Addict Rosy Glow Eau de Parfum - Rose and Lychee Notes Privacy Policy Terms and conditions Cookies Policy Cookies are in use on this site These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are set by a range of social media services that we have added to the site to enable you to share our content with your friends and networks. They are capable of tracking your browser across other sites and building up a profile of your interests. This may impact the content and messages you see on other websites you visit. If you do not allow these cookies you may not be able to use or see these sharing tools. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.";0;0;0;https://www.dior.com/en_id/beauty/productlist-folder/plp-gift-sets.html
